system:index,surface_thermal_radiation_downwards_sum,date,.geo
20190127,2.91E+07,2019-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190128,2.76E+07,2019-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129,2.67E+07,2019-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130,2.71E+07,2019-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190131,2.84E+07,2019-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190201,2.99E+07,2019-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190202,3.11E+07,2019-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190203,3.15E+07,2019-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190204,2.97E+07,2019-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190205,3.07E+07,2019-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206,2.98E+07,2019-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190207,2.72E+07,2019-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190208,2.47E+07,2019-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190209,2.42E+07,2019-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190210,2.73E+07,2019-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211,3.10E+07,2019-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190212,3.34E+07,2019-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190213,3.18E+07,2019-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190214,3.04E+07,2019-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190215,2.89E+07,2019-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216,2.70E+07,2019-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190217,2.77E+07,2019-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190218,2.90E+07,2019-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190219,3.00E+07,2019-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220,3.22E+07,2019-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221,3.36E+07,2019-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190222,3.26E+07,2019-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190223,3.15E+07,2019-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190224,2.98E+07,2019-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190225,2.89E+07,2019-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226,2.82E+07,2019-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190227,2.72E+07,2019-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190228,2.74E+07,2019-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190301,2.86E+07,2019-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302,2.97E+07,2019-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190303,2.95E+07,2019-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190304,2.98E+07,2019-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190305,2.91E+07,2019-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190306,2.82E+07,2019-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190307,2.80E+07,2019-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308,2.99E+07,2019-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190309,3.00E+07,2019-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190310,3.01E+07,2019-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190311,2.99E+07,2019-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190312,3.06E+07,2019-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313,3.09E+07,2019-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190314,3.05E+07,2019-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190315,3.01E+07,2019-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190316,3.06E+07,2019-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190317,3.00E+07,2019-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190318,2.96E+07,2019-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190319,2.93E+07,2019-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190320,3.00E+07,2019-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190321,2.95E+07,2019-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190322,2.91E+07,2019-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190323,3.07E+07,2019-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190324,3.15E+07,2019-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190325,3.28E+07,2019-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190326,3.13E+07,2019-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190327,3.07E+07,2019-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190328,3.08E+07,2019-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329,3.22E+07,2019-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190330,3.31E+07,2019-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190331,3.18E+07,2019-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190401,2.99E+07,2019-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190402,3.06E+07,2019-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190403,3.20E+07,2019-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190404,3.30E+07,2019-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190405,3.33E+07,2019-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190406,3.22E+07,2019-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190407,3.14E+07,2019-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190408,3.16E+07,2019-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190409,3.12E+07,2019-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190410,3.15E+07,2019-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190411,3.18E+07,2019-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190412,3.23E+07,2019-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190413,3.35E+07,2019-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190414,3.42E+07,2019-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190415,3.46E+07,2019-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190416,3.35E+07,2019-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417,3.03E+07,2019-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190418,2.94E+07,2019-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190419,3.09E+07,2019-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190420,3.12E+07,2019-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190421,3.17E+07,2019-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190422,3.16E+07,2019-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190423,3.30E+07,2019-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190424,3.42E+07,2019-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190425,3.45E+07,2019-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190426,3.45E+07,2019-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190427,3.53E+07,2019-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190428,3.46E+07,2019-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190429,3.38E+07,2019-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190430,3.26E+07,2019-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501,3.18E+07,2019-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502,3.06E+07,2019-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503,3.08E+07,2019-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504,3.18E+07,2019-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505,3.20E+07,2019-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506,3.32E+07,2019-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507,3.35E+07,2019-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508,3.36E+07,2019-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509,3.27E+07,2019-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190510,3.30E+07,2019-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190511,3.29E+07,2019-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190512,3.30E+07,2019-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190513,3.22E+07,2019-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190514,3.13E+07,2019-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190515,3.09E+07,2019-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190516,3.16E+07,2019-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190517,3.20E+07,2019-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190518,3.24E+07,2019-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519,3.33E+07,2019-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190520,3.41E+07,2019-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190521,3.47E+07,2019-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190522,3.43E+07,2019-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190523,3.42E+07,2019-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190524,3.42E+07,2019-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190525,3.40E+07,2019-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190526,3.31E+07,2019-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190527,3.43E+07,2019-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190528,3.33E+07,2019-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190529,3.27E+07,2019-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190530,3.37E+07,2019-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190531,3.47E+07,2019-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190601,3.48E+07,2019-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190602,3.48E+07,2019-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190603,3.58E+07,2019-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190604,3.61E+07,2019-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190605,3.67E+07,2019-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190606,3.63E+07,2019-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190607,3.71E+07,2019-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190608,3.75E+07,2019-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190609,3.71E+07,2019-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190610,3.67E+07,2019-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190611,3.65E+07,2019-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190612,3.59E+07,2019-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190613,3.65E+07,2019-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190614,3.59E+07,2019-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190615,3.62E+07,2019-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190616,3.61E+07,2019-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190617,3.58E+07,2019-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190618,3.65E+07,2019-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190619,3.65E+07,2019-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190620,3.56E+07,2019-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190621,3.58E+07,2019-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190622,3.64E+07,2019-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190623,3.66E+07,2019-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190624,3.64E+07,2019-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190625,3.65E+07,2019-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190626,3.66E+07,2019-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190627,3.69E+07,2019-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190628,3.66E+07,2019-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190629,3.66E+07,2019-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190630,3.63E+07,2019-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190701,3.63E+07,2019-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190702,3.62E+07,2019-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190703,3.64E+07,2019-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190704,3.66E+07,2019-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190705,3.65E+07,2019-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190706,3.63E+07,2019-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190707,3.66E+07,2019-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190708,3.63E+07,2019-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190709,3.67E+07,2019-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190710,3.63E+07,2019-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190711,3.65E+07,2019-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190712,3.62E+07,2019-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190713,3.63E+07,2019-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190714,3.61E+07,2019-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190715,3.59E+07,2019-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190716,3.58E+07,2019-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190717,3.53E+07,2019-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190718,3.56E+07,2019-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190719,3.60E+07,2019-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190720,3.65E+07,2019-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190721,3.64E+07,2019-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190722,3.65E+07,2019-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190723,3.66E+07,2019-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190724,3.66E+07,2019-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190725,3.66E+07,2019-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190726,3.65E+07,2019-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190727,3.64E+07,2019-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190728,3.62E+07,2019-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190729,3.62E+07,2019-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190730,3.63E+07,2019-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190731,3.63E+07,2019-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190801,3.59E+07,2019-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190802,3.60E+07,2019-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190803,3.62E+07,2019-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190804,3.67E+07,2019-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190805,3.64E+07,2019-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190806,3.66E+07,2019-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190807,3.65E+07,2019-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190808,3.65E+07,2019-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190809,3.66E+07,2019-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190810,3.57E+07,2019-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190811,3.58E+07,2019-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190812,3.57E+07,2019-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190813,3.60E+07,2019-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190814,3.61E+07,2019-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190815,3.60E+07,2019-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190816,3.56E+07,2019-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190817,3.50E+07,2019-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190818,3.52E+07,2019-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190819,3.51E+07,2019-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190820,3.49E+07,2019-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190821,3.52E+07,2019-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190822,3.51E+07,2019-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190823,3.52E+07,2019-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190824,3.53E+07,2019-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190825,3.45E+07,2019-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190826,3.45E+07,2019-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190827,3.44E+07,2019-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190828,3.54E+07,2019-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190829,3.60E+07,2019-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190830,3.63E+07,2019-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190831,3.63E+07,2019-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190901,3.61E+07,2019-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190902,3.64E+07,2019-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190903,3.64E+07,2019-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190904,3.64E+07,2019-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190905,3.64E+07,2019-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190906,3.64E+07,2019-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190907,3.64E+07,2019-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190908,3.64E+07,2019-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190909,3.61E+07,2019-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190910,3.58E+07,2019-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190911,3.57E+07,2019-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190912,3.61E+07,2019-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190913,3.62E+07,2019-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190914,3.61E+07,2019-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190915,3.57E+07,2019-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190916,3.56E+07,2019-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190917,3.57E+07,2019-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190918,3.65E+07,2019-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190919,3.67E+07,2019-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190920,3.55E+07,2019-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190921,3.56E+07,2019-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190922,3.51E+07,2019-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190923,3.54E+07,2019-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190924,3.63E+07,2019-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190925,3.65E+07,2019-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190926,3.61E+07,2019-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190927,3.51E+07,2019-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190928,3.42E+07,2019-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190929,3.39E+07,2019-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190930,3.43E+07,2019-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191001,3.41E+07,2019-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191002,3.42E+07,2019-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191003,3.45E+07,2019-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191004,3.48E+07,2019-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191005,3.46E+07,2019-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191006,3.46E+07,2019-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191007,3.47E+07,2019-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191008,3.46E+07,2019-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191009,3.47E+07,2019-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191010,3.48E+07,2019-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191011,3.47E+07,2019-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191012,3.46E+07,2019-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191013,3.48E+07,2019-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191014,3.44E+07,2019-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191015,3.22E+07,2019-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191016,3.25E+07,2019-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191017,3.36E+07,2019-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191018,3.54E+07,2019-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191019,3.58E+07,2019-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191020,3.55E+07,2019-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191021,3.59E+07,2019-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191022,3.58E+07,2019-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191023,3.53E+07,2019-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191024,3.55E+07,2019-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191025,3.56E+07,2019-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191026,3.46E+07,2019-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191027,3.39E+07,2019-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191028,3.39E+07,2019-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191029,3.43E+07,2019-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191030,3.47E+07,2019-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191031,3.48E+07,2019-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191101,3.47E+07,2019-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191102,3.28E+07,2019-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191103,3.40E+07,2019-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191104,3.44E+07,2019-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191105,3.41E+07,2019-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191106,3.35E+07,2019-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191107,3.30E+07,2019-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191108,3.24E+07,2019-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191109,3.14E+07,2019-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191110,3.20E+07,2019-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191111,3.16E+07,2019-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191112,3.23E+07,2019-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113,3.18E+07,2019-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114,3.23E+07,2019-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191115,3.32E+07,2019-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191116,3.34E+07,2019-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191117,3.29E+07,2019-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118,3.05E+07,2019-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191119,3.12E+07,2019-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191120,3.18E+07,2019-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191121,3.31E+07,2019-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122,3.22E+07,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191123,3.09E+07,2019-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191124,3.07E+07,2019-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191125,3.06E+07,2019-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191126,3.08E+07,2019-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191127,3.08E+07,2019-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191128,3.27E+07,2019-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191129,3.33E+07,2019-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191130,3.26E+07,2019-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191201,3.22E+07,2019-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191202,3.26E+07,2019-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
