system:index,LST_Celsius,date,.geo
gf_Day2003_123,460.4363341105928,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_124,471.1012658227847,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_125,516.7794803464358,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_126,428.2489173884076,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_127,480.1602056962026,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_128,410.8353181212523,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_129,436.68918637574956,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_130,402.1500458027981,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_131,404.4451615589607,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_132,412.55673301132583,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_133,382.497668221186,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_134,374.6723017988009,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_135,362.2586400732844,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_136,464.74308794137255,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_137,345.0546927048634,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_138,467.25039556962014,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_139,440.5698284477014,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_140,448.47718187874756,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_141,506.48623834110566,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_142,436.46475266489,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_143,520.3271985343105,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_144,438.0138865756163,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_145,533.2844770153232,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_146,487.5986425716189,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_147,446.1551882078612,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_148,475.9729138907394,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_149,464.62154397068633,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_150,505.308023817455,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_151,402.5725766155894,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_152,501.86136325782815,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_153,404.30019570286487,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_154,441.9639615256496,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_155,405.7694037308461,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_156,404.5616255829447,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_157,387.1549800133245,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_158,383.720873584277,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_159,464.62468770819436,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_160,429.41349516988674,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_161,433.6293096269153,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_162,423.1002248500998,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_163,402.99327531645565,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_164,382.38187041972014,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_165,412.79821785476315,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_166,391.4996460692871,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_167,381.09720602931367,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_168,395.3625083277813,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_169,373.69501582278485,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_170,400.6949533644237,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_171,420.2787933044635,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_172,396.68808294470347,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_173,390.24223434377063,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_174,398.6265198201198,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_175,349.9433919053965,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_176,338.5288974017321,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_177,362.47997168554286,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
