Date,DPT,AP,WS,WSD,AT,Albedo,evaporation_from_bare_soil_sum,evaporation_from_vegetation_transpiration_sum,NDVI,precipitation,surface_net_solar_radiation_sum,surface_thermal_radiation_downwards_sum,volumetric_soil_water_layer_1,LST
2011-06-11,21.138333365675408,933.4173986141938,3.372510450513193,53.29168734512342,295.7853477011121,0.1275775098447782,-0.000135,-9.42e-05,0.0794532515153785,15.208739875501204,5251590.218722042,36000000.0,0.446502455,37.76046650520143
2011-06-12,21.04501188105752,934.86944496155,3.7665140256401624,61.23091222852548,297.26365592615986,0.1261971793092705,-0.001232552,-0.000102,0.084989210335139,0.0001721855443063,13341568.081575563,36200000.0,0.424158091,35.577678288882545
2011-06-13,21.270610712276948,935.616911880518,3.746228676900252,68.83488118421474,297.3387276594295,0.1261719886301768,-0.000985,-9.58e-05,0.0998701332362893,0.0,13767605.122479957,36000000.0,0.416132345,31.573117675473902
2011-06-14,21.326178369729803,935.74573190441,4.088469666776073,81.12838146142508,297.2007528753949,0.1286153351070002,-0.000924,-0.000104,0.1458314853142533,0.4042685293418266,14407743.418451635,36000000.0,0.414453283,35.15815724628702
2011-06-15,20.97051737298358,935.5016883710744,4.404108098341159,75.99537067243887,296.80775531265425,0.1285741529381003,-0.000895,-0.00012,0.0921763266417612,0.002296317,11583742.920793587,36100000.0,0.406260468,34.13265445447526
2011-06-16,21.297554991207676,934.488961384074,4.596075443314697,70.1790063177595,296.38321176064966,0.1303896873951879,-0.00043,-0.000103,0.013220858007887,0.0,9834719.367045596,36400000.0,0.415289827,35.48237833728381
2011-06-17,21.156247649700106,933.1944595426284,5.35915964202722,79.7449106886969,297.3193251121791,0.1337588646311594,-0.001073125,-0.000111,0.0213411902859892,0.0296698799696402,15552276.622198144,35600000.0,0.406720912,31.908626274483716
2011-06-18,20.71854217845754,933.5183215972988,5.428646924432685,79.37716355127657,297.6993230473687,0.1338313544915473,-0.001711028,-0.000134,0.1236744671395439,0.0,17237709.683887295,35000000.0,0.385820108,31.974724732584065
2011-06-19,20.890551180767773,932.9606870985796,5.281400148456519,79.71197376779145,297.4968375983621,0.13392755,-0.001318852,-0.000127,0.0702595750706665,0.0,17124327.86002545,35500000.0,0.373409466,33.43817675042979
2011-06-20,20.944979104582785,934.045309752728,5.075517691633307,78.23203588233133,297.16436522786313,0.1339723452956219,-0.00097,-0.000117,0.068292025637276,0.0,13323697.771863723,36000000.0,0.363369156,29.92083484338041
